Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
Marshall Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.094,0.093,0.1,0.108,0.113,0.115,0.117,0.125,0.131,0.14,0.14,0.14,0.152,0.154,0.162,0.17,0.172,0.174,0.18,0.188,0.196,0.206,0.215,0.223,2017
Mauritania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.768,3.895,4.054,4.394,4.351,4.878,5.256,5.131,5.333,5.827,5.931,6.183,6.323,6.825,7.412,8.328,10.199,10.768,11.096,11.065,11.728,12.536,13.517,14.592,15.697,15.923,16.39,17.279,18.117,19.472,21.327,2014
Mauritius,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.92,2.225,2.492,2.6,2.822,3.111,3.483,3.932,4.347,4.72,5.248,5.666,6.173,6.64,7.062,7.52,8.085,8.692,9.324,9.706,10.735,11.324,11.69,12.619,13.516,14.14,15.225,16.53,17.759,18.488,19.522,20.742,21.879,23.011,24.324,25.458,26.724,28.269,30.063,31.935,33.849,2017
Mexico,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",404.79,480.863,507.915,509.405,545.789,575.369,568.88,592.991,621.781,672.688,733.983,790.789,837.453,880.763,944.018,903.176,982.009,"1,067.34","1,135.09","1,183.19","1,269.42","1,292.02","1,311.93","1,355.62","1,446.70","1,526.18","1,643.05","1,725.85","1,779.54","1,698.33","1,806.05","1,911.32","2,018.93","2,082.17","2,181.06","2,276.87","2,368.46","2,462.76","2,575.21","2,696.45","2,822.78",2017
Micronesia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.22,0.217,0.207,0.215,0.222,0.238,0.248,0.253,0.262,0.261,0.275,0.283,0.285,0.284,0.289,0.302,0.312,0.312,0.308,0.306,0.321,0.335,0.348,0.361,0.372,0.382,2015
Moldova,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.45,11.581,8.173,8.225,7.882,8.146,7.702,7.548,7.879,8.543,9.355,10.157,11.202,12.418,13.408,14.181,15.584,14.761,15.993,17.437,17.647,19.645,20.978,21.117,22.266,23.716,25.177,26.69,28.233,2017
Mongolia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.938,3.486,4.009,4.408,4.837,5.273,5.887,6.246,6.799,7.361,7.447,6.99,6.488,6.431,6.709,7.286,7.585,8.017,8.378,8.76,9.058,9.686,10.358,11.326,12.727,13.978,15.576,17.395,19.12,18.867,20.483,24.526,28.076,31.897,35.063,36.282,37.107,39.73,43.174,46.871,50.116,2016
Montenegro,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.939,5.103,5.282,5.515,5.912,6.353,7.108,7.795,8.519,8.086,8.401,8.851,8.775,9.246,9.589,10.02,10.428,11.081,11.758,12.31,12.92,2016
Morocco,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",28.985,30.85,35.907,37.106,40.112,43.997,48.609,48.544,55.489,59.029,63.709,70.617,70.711,71.85,81.154,78.377,89.688,89.81,97.395,99.87,104.056,114.122,119.546,129.024,138.854,147.892,163.909,174.257,188.168,197.649,207.582,223.035,234.155,249.069,260.556,275.324,281.467,298.622,315.441,332.358,351.553,2016
Mozambique,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.096,2.409,2.381,2.086,2.021,2.105,2.098,2.466,2.763,3.058,3.204,3.529,3.421,3.809,4.13,4.311,5.568,6.278,7.101,7.768,8.075,9.301,10.279,11.151,12.345,13.84,15.664,17.279,18.826,20.175,21.775,23.812,26.015,28.362,31.05,33.452,35.09,37.093,39.283,41.725,44.221,2017
Myanmar,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.863,42.639,47.989,55.805,63.499,72.26,83.791,97.719,114.435,133.315,153.312,161.921,171.547,182.822,197.077,215.585,237.851,261.719,283.014,302.965,329.846,359.107,391.679,427.254,2017
Namibia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.571,6.068,6.781,6.829,7.185,7.637,8.026,8.508,8.887,9.319,9.86,10.318,11.181,11.785,12.905,13.928,14.916,15.875,16.613,16.789,18.011,19.323,20.69,22.236,24.095,25.84,26.306,26.599,27.505,28.956,30.612,2017
Nepal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.039,7.162,7.892,7.957,9.042,9.901,10.561,11.007,12.272,13.305,14.443,15.882,16.911,17.977,19.87,20.991,22.516,24.109,25.098,26.602,28.86,31.153,31.684,33.545,36.061,38.478,40.977,43.513,47.067,49.576,52.569,55.504,59.273,62.803,67.824,70.827,72.023,79.194,86.13,92.402,98.109,2018
Netherlands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",166.047,180.823,189.532,200.418,214.124,226.765,238.561,248.985,269.585,292.706,316.346,335.063,348.146,360.899,379.694,398.363,419.832,445.554,471.604,502.489,535.294,559.768,569.856,581.352,608.843,640.656,682.894,727.69,757.956,735.726,754.28,781.97,788.75,801.569,828.367,853.621,881.866,924.412,972.452,"1,018.97","1,061.95",2017
New Zealand,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.658,31.171,34.049,35.339,39.125,40.852,42.429,44.537,46.364,48.905,51.274,51.853,53.493,57.43,62.561,66.638,70.399,73.772,75.179,79.659,84.81,88.562,94.536,100.715,107.991,114.2,120.885,129.052,131.029,132.457,136.686,142.148,148.567,154.483,162.384,170.965,179.984,188.99,199.317,209.744,220.456,2017
Nicaragua,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.047,6.974,7.345,7.985,8.143,8.058,8.136,8.279,7.508,7.67,7.947,8.203,8.423,8.588,9.21,9.959,10.785,11.406,11.963,12.99,13.825,14.546,14.888,15.546,16.813,18.079,19.335,20.862,21.999,21.436,22.643,24.576,26.674,28.48,30.407,32.198,34.066,36.401,35.757,36.153,37.764,2017
Niger,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.105,3.392,3.68,3.677,3.169,3.521,3.82,3.918,4.335,4.548,4.656,4.934,4.717,4.899,5.204,4.962,5.31,5.428,6.187,6.339,6.313,6.97,7.459,8.133,8.283,9.26,10.094,10.693,11.953,11.959,13.11,13.679,15.594,16.703,18.3,19.29,20.448,21.855,23.549,25.35,27.309,2016
Nigeria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,184.454,189.64,198.216,206.096,211.037,219.496,232.572,243.41,252.293,257.272,277.537,302.533,352.201,392.831,445.531,491.605,540.549,595.691,650.996,710.754,799.992,856.619,910.41,976.355,"1,057.60","1,097.27","1,091.32","1,121.03","1,169.15","1,221.05","1,275.74",2017
Norway,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",61.44,68.328,72.72,78.571,86.333,94.009,99.778,104.039,107.433,112.804,119.287,127.126,134.671,141.784,152.133,161.774,173.02,185.304,192.308,199.013,209.983,219.063,225.728,232.034,247.715,262.135,276.536,292.442,299.563,296.743,302.277,311.591,326.21,335.4,348.496,359.162,367.051,381.205,398.276,415.131,431.142,2017
Oman,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.752,15.063,17.833,21.487,25.358,29.959,31.218,30.713,33.464,35.813,40.266,44.144,48.984,53.226,56.452,60.421,63.304,68.374,71.014,72.278,78.733,84.067,84.457,83.731,87.095,92.044,99.925,107.178,118.223,126.405,130.38,136.518,151.804,162.35,167.776,177.469,188.343,190.142,198.224,212.659,222.478,2017
Pakistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",72.024,83.733,95.63,106.12,114.318,128.204,139.106,150.83,166.199,181.02,196.412,213.465,234.856,245.463,261.656,280.665,304.665,315.196,329.88,348.639,370.361,385.929,404.234,431.199,475.941,534.73,582.967,631.771,676.185,683.798,709.617,750.693,794.446,838.158,888.633,934.582,987.911,"1,060.79","1,148.29","1,219.72","1,286.49",2017
Palau,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.157,0.17,0.178,0.177,0.192,0.21,0.211,0.217,0.207,0.198,0.198,0.215,0.228,0.228,0.239,0.266,0.269,0.264,0.272,0.284,0.296,2017
Panama,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.34,8.774,9.815,9.741,10.366,11.222,11.857,11.93,10.698,11.291,12.663,14.324,15.852,17.113,17.976,18.675,20.419,22.114,24.005,25.301,26.571,27.308,28.361,30.107,33.239,36.738,41.079,47.293,52.373,53.622,57.369,65.483,72.904,79.101,85.463,91.37,96.976,104.113,111.432,121.545,131.294,2017
Papua New Guinea,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.168,3.507,3.755,4.036,4.141,4.424,4.769,5.021,5.35,5.48,5.515,6.246,7.272,8.8,9.522,9.386,10.189,9.707,10.276,10.618,10.589,10.816,11.208,11.917,12.308,13.189,13.9,15.857,16.117,17.345,19.324,19.946,21.273,22.476,26.433,28.131,28.891,30.19,30.557,32.382,34.04,2015
Paraguay,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.639,12.714,13.311,13.411,14.287,15.309,15.658,16.699,18.305,20.129,21.742,23.262,24.196,25.992,27.959,30.493,31.54,33.445,33.844,33.864,33.82,34.273,34.808,36.986,39.523,41.623,44.945,48.654,52.755,53.02,59.615,63.446,64.315,70.952,75.808,78.979,83.286,88.905,95.011,101.075,107.048,2017
Peru,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",54.622,63.055,66.734,62.878,67.623,71.219,81.448,89.921,84.322,75.866,74.7,78.94,80.302,86.517,99.24,108.829,113.924,123.395,124.294,127.974,134.361,138.154,147.996,157.022,169.246,185.485,205.485,228.979,254.774,259.41,284.613,309.304,333.994,359.696,375.32,391.876,412.146,430.332,458.389,487.417,517.063,2017
Philippines,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",90.557,102.518,112.792,119.406,114.654,109.638,115.667,123.638,136.642,150.811,161.206,165.695,170.043,177.756,189.517,202.544,218.31,233.59,234.857,245.591,262.156,275.659,290.229,310.312,340.009,367.35,398.31,436.073,463.016,471.903,513.839,543.771,591.243,644.114,696.633,746.797,806.869,877.168,956.03,"1,041.13","1,131.01",2017
Poland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",169.226,166.713,168.435,184.834,190.802,204.438,215.842,226.271,241.946,261.017,251.368,241.665,252.197,269.241,289.397,315.343,341.152,371.627,394.532,418.336,445.905,461.177,475.236,501.305,541.239,577.596,631.85,694.468,738.062,764.663,801.475,859.27,889.833,918.048,966.129,"1,014.00","1,055.53","1,125.60","1,201.86","1,270.56","1,333.56",2017
Portugal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",58.901,66.745,72.402,75.969,77.89,81.668,86.078,94.939,103.536,114.749,128.4,137.215,144.736,147.146,152.526,159.318,167.908,178.363,189.014,199.198,211.364,220.198,225.401,227.442,237.796,247.083,258.514,272.074,277.918,271.697,280.082,280.71,274.569,276.229,283.969,292.236,300.214,314.119,328.808,341.857,353.6,2017
Qatar,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",17.684,18.603,18.131,17.837,21.436,19.232,20.346,21.037,22.803,24.953,22.096,22.463,25.578,25.838,26.763,27.98,29.739,39.331,44.236,46.797,51.684,54.876,59.748,63.122,77.279,85.656,111.344,134.899,161.814,182.542,218.153,252.498,269.403,286.22,303.239,317.692,328.01,339.525,356.739,374.6,391.553,2017
Romania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",107.352,117.626,129.764,142.937,156.981,161.784,169.002,174.567,179.82,176.032,172.37,155.164,144.788,150.483,159.739,174.73,184.955,176.756,170.134,170.606,179.514,193.71,206.976,222.465,247.55,265.91,296.026,324.843,358.514,339.896,334.189,348.095,359.165,378.373,398.682,418.546,443.529,483.357,514.186,543.169,571.521,2017
Russia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,710.74","1,598.91","1,425.65","1,395.87","1,370.14","1,413.03","1,352.55","1,459.23","1,641.72","1,763.13","1,875.99","2,051.25","2,257.62","2,476.37","2,759.35","3,075.31","3,299.65","3,064.78","3,240.12","3,475.38","3,673.10","3,804.82","3,903.95","3,847.06","3,881.33","4,016.25","4,179.60","4,345.36","4,507.92",2017
Rwanda,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.115,2.372,2.456,2.706,3.168,3.411,3.672,3.751,3.895,3.817,3.976,3.934,4.289,3.935,2.336,2.97,3.375,3.944,4.321,4.529,5.017,5.563,6.396,6.658,7.347,8.287,9.325,10.306,11.678,12.504,13.576,14.945,16.574,17.654,19.359,21.302,22.823,24.677,27.068,29.801,32.798,2017
Samoa,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.211,0.21,0.221,0.23,0.243,0.266,0.284,0.293,0.312,0.343,0.333,0.335,0.357,0.372,0.404,0.44,0.48,0.492,0.503,0.507,0.545,0.598,0.642,0.688,0.729,0.801,0.843,0.87,0.918,0.869,0.862,0.929,0.951,0.949,0.978,1.005,1.089,1.137,1.184,1.248,1.334,2017
San Marino,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.267,1.377,1.523,1.591,1.716,1.749,1.851,1.987,2.099,2.245,2.469,2.559,2.266,2.183,2.021,1.903,1.875,1.893,1.925,1.989,2.064,2.141,2.207,2.267,2016
S„o TomÈ and PrÌncipe,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.12,0.118,0.129,0.129,0.126,0.142,0.136,0.136,0.143,0.154,0.156,0.163,0.168,0.174,0.181,0.189,0.195,0.201,0.208,0.216,0.222,0.232,0.242,0.262,0.28,0.309,0.347,0.368,0.406,0.419,0.452,0.482,0.507,0.54,0.587,0.616,0.648,0.686,0.73,0.779,0.834,2016
Saudi Arabia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",361.427,403.309,339.457,296.13,292.514,272.209,324.931,310.884,364.039,376.41,449.826,534.833,568.835,574.371,589.913,603.559,630.821,648.782,675.067,659.044,711.678,718.481,709.272,803.66,890.977,969.937,"1,027.16","1,074.23","1,163.57","1,148.30","1,220.22","1,370.24","1,472.09","1,537.97","1,624.71","1,709.52","1,757.08","1,775.14","1,856.95","1,942.56","2,017.37",2017
Senegal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.836,6.712,7.685,7.561,8.127,8.659,9.109,9.903,10.191,11.012,11.347,12.031,12.458,12.919,13.193,14.192,14.742,15.465,16.561,17.867,18.851,20.147,20.599,22.384,24.336,26.505,27.98,30.15,31.983,32.901,34.471,35.704,38.251,40.02,43.475,46.737,50.191,54.804,59.987,65.379,71.158,2017
Serbia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.524,49.918,54.316,57.767,64.689,70.399,76.087,82.732,88.867,86.755,88.279,91.386,92.193,96.223,96.248,98.015,101.858,105.732,112.512,118.929,126.044,2016
Seychelles,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.286,0.301,0.313,0.323,0.349,0.397,0.408,0.438,0.478,0.548,0.611,0.649,0.711,0.781,0.779,0.799,0.895,1.021,1.058,1.094,1.166,1.164,1.197,1.147,1.145,1.287,1.45,1.644,1.64,1.635,1.752,1.885,1.991,2.148,2.288,2.426,2.563,2.75,2.914,3.074,3.237,2016
Sierra Leone,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.9,3.234,3.495,3.575,3.767,3.624,3.702,3.884,4.104,4.476,4.718,4.488,4.147,4.248,4.49,4.125,3.159,2.648,2.656,2.475,2.627,3.172,4.074,4.537,4.966,5.352,5.746,6.376,6.851,7.123,7.592,8.24,9.672,11.881,12.657,10.172,10.931,11.547,12.251,13.206,14.092,2017
Singapore,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",21.435,25.969,29.552,33.332,37.574,38.496,39.792,45.162,51.952,59.487,67.912,74.903,82.04,93.674,106.127,115.967,126.985,139.884,138.311,148.86,165.729,167.751,177.582,188.902,212.512,235.542,264.171,295.985,307.135,307.61,358.621,389.363,413.036,441.763,467.604,483.196,500.187,528.139,556.219,582.545,609.851,2017
Slovak Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.761,47.469,52.28,56.932,60.488,63.623,64.409,66.646,70.366,74.712,80.223,86.716,95.453,106.654,121.347,130.672,124.528,132.331,138.904,143.914,148.622,155.599,163.318,170.592,179.746,191.094,203.244,214.99,2017
Slovenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.261,23.427,25.195,26.778,28.251,30.208,31.551,33.695,35.88,37.748,39.816,41.708,44.695,47.932,52.176,57.296,60.339,56.058,57.413,58.993,58.52,58.872,61.773,63.844,66.574,71.232,76.141,80.375,84.222,2017
Solomon Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.186,0.2,0.208,0.225,0.233,0.233,0.238,0.264,0.277,0.3,0.318,0.348,0.401,0.427,0.472,0.53,0.549,0.553,0.567,0.572,0.501,0.472,0.466,0.505,0.561,0.652,0.699,0.764,0.834,0.8,0.865,0.999,1.065,1.116,1.163,1.205,1.261,1.33,1.407,1.479,1.548,2016
South Africa,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",135.072,155.777,164.768,168.059,183.002,186.503,190.292,199.095,214.773,228.539,236.338,241.844,242.07,250.862,264.505,278.465,295.776,308.84,313.932,325.975,347.107,364.423,383.766,402.42,432.076,469.045,510.319,552.119,580.819,576.245,600.68,633.368,659.804,688.065,714.033,730.903,743.07,767.167,790.934,819.093,849.207,2017
South Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.254,17.092,22.493,23.588,23.799,20.707,20.014,19.819,19.308,18.298,2017
Spain,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",297.761,324.603,348.928,368.585,388.37,410.116,432.73,468.749,510.924,557.525,600.638,636.635,656.683,663.411,693.395,737.115,768.787,812.274,858.124,911.823,979.309,"1,040.83","1,087.75","1,143.26","1,211.22","1,295.44","1,390.36","1,481.52","1,527.21","1,483.86","1,501.36","1,517.42","1,501.25","1,501.53","1,551.05","1,624.78","1,694.65","1,778.31","1,867.88","1,949.68","2,023.64",2017
Sri Lanka,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",16.626,19.171,21.421,22.998,25.43,27.535,29.292,30.452,32.377,34.404,37.894,43.415,43.013,47.324,52.218,56.539,64.577,72.451,72.06,75.206,83.359,83.528,88.011,94.971,102.838,112.66,124.97,137.049,148.028,154.435,168.758,186.763,207.752,218.575,233.759,248.09,262.01,275.825,292.793,311.889,332.774,2017
St. Kitts and Nevis,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.141,0.159,0.179,0.182,0.207,0.227,0.252,0.28,0.319,0.352,0.385,0.407,0.429,0.463,0.499,0.527,0.568,0.62,0.634,0.668,0.767,0.829,0.858,0.827,0.874,0.975,1.01,1.053,1.137,1.134,1.114,1.128,1.141,1.237,1.38,1.433,1.49,1.55,1.629,1.722,1.816,2017
St. Lucia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.266,0.306,0.332,0.359,0.401,0.466,0.543,0.58,0.682,0.773,0.882,0.917,1.01,1.041,1.082,1.123,1.177,1.191,1.28,1.334,1.365,1.348,1.374,1.46,1.608,1.652,1.808,1.875,2.02,2.059,2.05,2.106,2.15,2.194,2.315,2.318,2.422,2.542,2.689,2.846,2.992,2017
St. Vincent and the Grenadines,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.167,0.19,0.207,0.222,0.242,0.26,0.28,0.289,0.338,0.363,0.395,0.417,0.457,0.485,0.489,0.534,0.549,0.579,0.612,0.634,0.66,0.686,0.739,0.808,0.868,0.922,1.007,1.066,1.081,1.067,1.055,1.079,1.114,1.162,1.187,1.21,1.233,1.265,1.32,1.379,1.439,2017
Sudan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",20.766,24.167,26.72,27.347,26.74,27.413,30.742,33.538,36.236,38.191,38.947,43.092,46.517,48.929,51.729,57.494,61.746,66.615,72.917,77.103,85.436,96.798,104.171,112.779,121.763,132.648,145.588,158.073,167.346,167.095,171.413,170.822,142.862,150.786,161.005,164.832,171.623,177.36,177.251,177.592,178.559,2014
Suriname,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.089,2.33,2.319,2.286,2.298,2.349,2.339,2.186,2.507,2.666,2.724,2.427,2.58,2.583,2.453,2.788,3.157,3.436,3.551,3.57,3.646,3.909,4.119,4.455,4.91,5.311,5.788,6.246,6.632,6.884,7.324,7.914,8.284,8.676,8.863,8.724,8.367,8.688,9.067,9.464,9.886,2016
Sweden,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",87.756,100.42,108.145,114.693,123.935,130.76,137.296,145.287,154.111,164.098,171.6,175.582,177.833,178.686,189.962,201.742,208.556,218.331,230.152,243.951,261.24,271.17,281.177,293.156,314.026,332.928,359.123,381.339,386.59,369.298,395.987,415.09,421.789,434.504,454.244,479.562,497.816,518.005,542.834,566.767,589.302,2017
Switzerland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",108.419,120.577,126.361,132.101,141.11,150.886,156.783,163.203,174.552,189.364,203.456,208.621,213.018,217.795,225.39,231.353,236.846,246.533,256.62,264.618,281.568,291.438,296.604,302.324,318.598,338.914,363.406,388.497,404.412,398.417,414.615,431.058,443.749,460.026,480.379,491.659,504.922,523.09,551.355,573.359,594.223,2017
Syria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",18.943,22.49,24.496,25.864,25.056,27.734,26.947,27.959,32.627,31.849,36.463,41.74,48.346,53.159,57.298,61.672,64.664,65.062,69.448,68.252,71.379,75.629,81.356,81.179,89.118,97.606,105.634,114.627,122.088,130.292,136.344,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
Taiwan Province of China,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",62.061,72.76,80.963,91.742,104.604,113.1,128.663,148.593,166.168,187.791,205.818,230.566,255.378,279.212,306.545,333.319,360.383,389.008,409.952,443.806,482.858,487.231,522.53,554.164,606.108,658.835,716.944,784.183,805.064,798.493,893.674,947.053,985.139,"1,024.50","1,085.86","1,106.32","1,134.19","1,189.21","1,250.01","1,306.75","1,362.02",2017
Tajikistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.293,6.637,5.328,4.76,4.636,4.796,5.107,5.372,5.948,6.698,7.424,8.333,9.464,10.413,11.479,12.707,13.977,14.633,15.766,17.286,18.939,20.697,22.502,24.107,26.052,28.432,30.547,32.758,35.051,2017
